window,stakeFraction,fillBumpCents,slippagePct,endingBalance,roiPct,maxDrawdownPct,executed,blocked,wins,losses,winRatePct,halt_globalStop,halt_cooldown,halt_circuitBreaker,halt_floor,halt_ruin,halt_riskEnvelope,halt_minOrder,halt_miss
1w,0.05,0,0,13.885806757688043,177.71613515376086,20.226594374999998,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,1,0,13.367457053514459,167.34914107028916,20.211235624999997,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,2,0,12.862769140313098,157.25538280626196,20.196171874999997,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,3,0,12.371149877524022,147.42299755048046,20.181433124999995,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,4,0,11.892033875177379,137.84067750354757,20.167049375,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,5,0,11.424881747009692,128.49763494019385,20.153050624999995,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,6,0,10.969178494142183,119.38356988284364,20.139466874999997,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,7,0,10.524432008055737,110.48864016111473,20.126328124999997,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,8,0,10.090171682696228,101.80343365392457,20.113664374999995,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,9,0,9.66594712652387,93.31894253047739,20.101505624999998,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,10,0,9.251326966195332,85.02653932390665,20.089881875,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,0,0.01,13.495747192256884,169.91494384513769,20.214972386406878,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,1,0.01,12.982662864151335,159.6532572830267,20.19968375292312,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,2,0.01,12.483053865342432,149.66107730684865,20.184719460234373,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,3,0.01,11.99633099825351,139.92661996507022,20.17011041737062,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,4,0.01,11.521932541139712,130.43865082279424,20.155887533361874,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,5,0.01,11.059322518500062,121.18645037000124,20.14208171723812,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,6,0.01,10.607989100759063,112.15978201518126,20.12872387802938,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,7,0.01,10.167443122063663,103.34886244127325,20.11584492476563,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,8,0.01,9.737216706130082,94.74433412260164,20.103475766476873,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,9,0.01,9.316861991045197,86.33723982090395,20.09164731219313,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,10,0.01,8.90594994479335,78.11899889586702,20.08039047094437,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,0,0.02,13.11343496808487,162.2686993616974,20.203514365505004,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,1,0.02,12.605475479435956,152.1095095887191,20.188317953134998,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,2,0.02,12.110806021393316,142.21612042786631,20.173476213125003,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,3,0.02,11.628841204443567,132.57682408887135,20.159020981715,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,4,0.02,11.159022845534258,123.18045691068515,20.144984095145002,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,5,0.02,10.70081825544266,114.01636510885322,20.131397389655,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,6,0.02,10.253718654146766,105.07437308293532,20.118292701484997,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,7,0.02,9.817237703153644,96.34475406307288,20.105701866875005,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,8,0.02,9.390910144818378,87.81820289636755,20.093656722065,32,1,31,1,96.875,1,0,0,0,0,0,0,0
1w,0.05,9,0.02,8.974290539647383,79.48581079294766,20.082189103295,32,1,31,1,96.875,1,0,0,0,0,0,0,0
